uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_degree
adasyn,standard,0.3,lr,6268418,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.027777778,0.196721311,0.115168025,0.058570409,0.001579779,0.017291066,0.010945737,0.007180473,0.002989537,0.031788079,0.019840708,0.012844742,0.637723567,0.688257547,0.662603507,0.020256197,0.100050986,0.13109695,0.115273724,0.010817176,0.91897747,0.928663102,0.922522012,0.003513556,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,lbfgs,,,,,,,,,,,,,,
smote,standard,0.8,xgb,11509529,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.998561151,1,0.99971223,0.00057554,1,1,1,0,0.999280058,1,0.999856012,0.000287977,1,1,1,0,1,1,1,4.97E-17,0.99989154,1,0.999978308,4.34E-05,9171,9319,,,,,,1.5,0.7,error,0.5,52,binary:logistic,61,45963,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,0.7,xgb,26535292,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.139243291,0.186458893,0.161940678,0.016049825,1,1,1,0,0.244448735,0.314311594,0.278413858,0.023738662,0.91719683,0.942744017,0.931047234,0.010149272,0.396529983,0.529058003,0.460397197,0.047627649,0.581497326,0.672010399,0.619775794,0.03189667,9202,9334,,,,,,3,0.3,error,0,4,binary:logistic,44,30267,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,1,xgb,6549829,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.967921897,0.983516484,0.975415338,0.004945592,1,1,1,0,0.983699504,0.991689751,0.987548344,0.002533619,1,1,1,0,1,1,1,4.97E-17,0.997505423,0.998703263,0.998162622,0.000390718,9186,9336,,,,,,3,0.7,error,1,22,binary:logistic,22,31652,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.3,knn,10149917,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.414507772,0.456740443,0.440148931,0.020066523,0.634078212,0.751173709,0.719785906,0.043295022,0.530994152,0.564356436,0.54512396,0.014902611,0.931156113,0.946478888,0.941174514,0.005261797,0.549251474,0.632736215,0.598239184,0.029769887,0.909258456,0.914211438,0.912641085,0.001846434,9,9,,,,,,,,,,,,,,chebyshev,8,uniform,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.8,sgd,19202824,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.04048583,0.100743045,0.072624223,0.022716215,0.153631285,0.840057637,0.43362544,0.306562827,0.064083892,0.179910508,0.120373344,0.044005168,0.398368091,0.650769774,0.51842679,0.092110203,0.058518413,0.115843039,0.08168476,0.022779394,0.370498915,0.771465742,0.59018404,0.162876061,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,FALSE,0.650890885,optimal,perceptron,l2,,,,,,,,
random_over,minmax,0.3,nb,27908983,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.115326633,0.154832936,0.131412193,0.013353709,0.723004695,0.822625698,0.765677153,0.042365003,0.199002818,0.256549679,0.223968478,0.01932242,0.697507965,0.77943157,0.738991016,0.028257903,0.111321851,0.198881912,0.155469289,0.028890571,0.536416685,0.674176776,0.610010659,0.045995283,9180,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.7,ridge,11697043,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.104102878,0.139364303,0.123399328,0.012888305,0.230446927,0.328530259,0.289052,0.035363806,0.150044131,0.195708155,0.172699097,0.018222549,0.640946012,0.675753016,0.660213035,0.014540657,0.100486402,0.126669793,0.114075108,0.009750305,0.794010695,0.804516966,0.798712773,0.0035615,9220,9350,,,,,2.91947293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.7,xgb,19737069,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.76180022,0.822077922,0.789678494,0.022305283,1,1,1,0,0.864797508,0.902352103,0.882307845,0.013881133,1,1,1,0,1,1,1,0,0.976494801,0.985347594,0.980453074,0.00301516,9217,9343,,,,,,1,0.1,error,0.5,22,binary:logistic,27,51059,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.8,nb,28003946,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.094342762,0.127973058,0.110572828,0.010991997,0.876080692,0.927374302,0.901839966,0.018076233,0.170706006,0.223324151,0.196768747,0.017221042,0.700712831,0.781233988,0.740973393,0.027815474,0.112615839,0.202029902,0.157607196,0.029455894,0.402636698,0.541919411,0.459273182,0.050464445,9184,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.3,lr,4079298,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.25,0.108333333,0.097182532,0,0.001564945,0.000889358,0.000727568,0,0.003100775,0.001763022,0.001442256,0.632006497,0.663277474,0.648539672,0.011832403,0.098263916,0.121247127,0.111601826,0.008529788,0.922303869,0.932192513,0.926695127,0.003835098,9220,9350,,,,,,,,,,,,,,,,,,,20000,l1,saga,,,,,,,,,,,,,,
smote,standard,0.7,nb,21067051,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.098551243,0.135647408,0.114790276,0.012283734,0.855907781,0.890489914,0.874420729,0.013143598,0.177056555,0.234180958,0.202672633,0.018905253,0.698038062,0.782418471,0.740174046,0.029104046,0.111999299,0.207494031,0.159456875,0.031392351,0.44045818,0.579181109,0.494279207,0.048949716,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,xgb,4111169,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.185467331,0.257513915,0.219890344,0.027498306,1,1,1,0,0.312901631,0.409560342,0.359677427,0.036866753,0.955134561,0.963201474,0.958831987,0.002854206,0.454947755,0.543435767,0.493466016,0.032152408,0.702673797,0.783253899,0.737656884,0.031718132,9214,9343,,,,,,1.5,0.3,aucpr,0.5,25,binary:logistic,5,2777,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.7,knn,13448656,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.206727629,0.255616943,0.237561001,0.018459849,1,1,1,0,0.342625169,0.407157524,0.383555053,0.024336878,0.997364722,0.998680739,0.998085684,0.000486402,0.97043364,0.982469512,0.977085111,0.004455481,0.740213904,0.781087522,0.765022327,0.015016292,6340,7103,,,,,,,,,,,,,,chebyshev,10,distance,,,,,,,,,,,,,,,,,,,
smote,minmax,1,rf,16934992,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.743257821,0.836218375,0.79052185,0.034150229,0.981843575,0.992795389,0.98887642,0.004040476,0.850092535,0.907514451,0.878212866,0.020740569,0.998894688,0.999607638,0.99921325,0.000262027,0.99085885,0.995624774,0.993032233,0.001859437,0.97367851,0.98631016,0.979800188,0.004448623,7354,7937,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,49,5,8,309,
,minmax,0.7,lr,5493756,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109893048,0.159825871,0.132224886,0.01631949,0.6492891,0.740634006,0.687048888,0.029851352,0.187971644,0.262915601,0.221578153,0.024456053,0.683339091,0.771451143,0.719691924,0.032044389,0.117342031,0.173909482,0.140168888,0.020439982,0.612275773,0.687824957,0.645611005,0.027260135,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l1,saga,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.1,svm,26310137,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.383589402,0.65837273,0.484285543,0.098576984,0.04964536,0.108384724,0.071895292,0.020623226,0.922628053,0.932299465,0.927041451,0.003766715,9220,9350,0.09,linear,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.5,lr,5201750,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.113207547,0.214007782,0.163596916,0.031962126,0.05027933,0.158501441,0.110804403,0.041061826,0.069632495,0.182119205,0.130299642,0.039595642,0.654751973,0.742430855,0.690775939,0.032409591,0.106528015,0.159817176,0.127858016,0.018435925,0.881778742,0.910374332,0.895225385,0.009122379,9220,9350,,,,,,,,,,,,,,,,,,0.000874964,20000,elasticnet,saga,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.1,sgd,4670396,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.019607843,0.084823285,0.05824413,0.031220216,0.028818444,0.293948127,0.114169633,0.093614665,0.023337223,0.131655373,0.072201622,0.040573276,0.317623361,0.583978003,0.472860059,0.115815763,0.046064287,0.092615187,0.071248508,0.018969177,0.70813449,0.861465312,0.796647347,0.062868569,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.077834907,TRUE,0.17701752,constant,squared_hinge,elasticnet,,,,,,,,
adasyn,minmax,0.5,xgb,4744893,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,9177,9305,,,,,,1,0.7,aucpr,1,59,binary:logistic,98,62198,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.5,svm,4983354,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.07804547,0.092377942,0.085294049,0.005095966,0.359937402,0.380403458,0.372315761,0.008875639,0.128276631,0.148545609,0.138741048,0.007136053,0.502455697,0.533330579,0.51963873,0.011445437,0.070613935,0.08349524,0.078364508,0.004456567,0.651069808,0.672993492,0.662784639,0.007564123,9220,9350,1.81,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.8,xgb,6109653,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,9196,9336,,,,,,0.5,0.7,aucpr,0.5,15,binary:logistic,57,7161,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.7,nb,33376763,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.104738662,0.141153082,0.122319546,0.011993278,0.813586098,0.863128492,0.831889215,0.019318139,0.185585586,0.240779992,0.213036399,0.018153975,0.696933739,0.775440175,0.740958082,0.028922263,0.114685725,0.189553098,0.15871817,0.027634348,0.486924573,0.612001733,0.548669125,0.043705232,9190,9313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.5,xgb,23263487,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.245539178,0.342209073,0.291004371,0.03224629,1,1,1,0,0.394269698,0.509919177,0.449856173,0.038542691,0.968934488,0.97210477,0.970222341,0.001193723,0.557422411,0.578144203,0.567864847,0.008073777,0.79197861,0.8555026,0.82028149,0.021139401,9217,9347,,,,,,1,0.3,error,3,11,binary:logistic,3,13759,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,1,ridge,15987530,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.095799558,0.118389897,0.109404368,0.007846014,0.616113744,0.65129683,0.635735032,0.013299889,0.165816327,0.200222469,0.186617431,0.012021492,0.641363565,0.677394938,0.660750411,0.014951143,0.10045219,0.126946209,0.11405793,0.009814299,0.576939702,0.611339983,0.59523145,0.014528542,9220,9350,,,,,2.782593264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.3,ridge,20895090,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.156862745,0.092830882,0.06108119,0,0.014084507,0.007130813,0.005544496,0,0.025604552,0.013191254,0.010155217,0.637409134,0.671149086,0.656351386,0.014959287,0.099894267,0.126934825,0.11429708,0.010195335,0.920250702,0.930053476,0.923580242,0.003787134,9220,9350,,,,,0.184128698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.1,xgb,1245747,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.582336707,0.66221374,0.625865159,0.028670853,1,1,1,0,0.736046512,0.796785304,0.769501448,0.021791744,0.997608505,0.998827702,0.998155797,0.000406746,0.934675675,0.969394183,0.947456662,0.011672428,0.95144385,0.961605206,0.956367511,0.003694705,9200,9338,,,,,,1,0.7,error,0.5,63,binary:logistic,62,12843,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.3,knn,26745795,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.281144781,0.335448057,0.305552452,0.020078387,0.494413408,0.609510086,0.550994509,0.038579499,0.366831411,0.432736573,0.392749196,0.023990312,0.859090759,0.892629864,0.874336725,0.012469875,0.322244255,0.419716564,0.369358882,0.034176757,0.873048569,0.87987435,0.876013932,0.002282526,16,16,,,,,,,,,,,,,,euclidean,15,uniform,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.3,xgb,18165043,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.290100825,0.393870602,0.343001579,0.035366404,1,1,1,0,0.44973357,0.56514658,0.50976313,0.039328489,0.983593557,0.989588629,0.986586268,0.002114635,0.69629727,0.769462173,0.73258844,0.023827414,0.834331551,0.884315425,0.858841742,0.017052245,9208,9347,,,,,,1,0.7,error,1,35,binary:logistic,21,19409,,,,,,,,,,,,,,,,,,,,,,
random_under,standard,0.8,rf,4742937,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.206976744,0.302666667,0.252405707,0.037677044,0.979050279,0.985915493,0.982628986,0.002363978,0.342025803,0.46263587,0.400176512,0.047351879,0.931132372,0.946269455,0.939007446,0.006063262,0.434112447,0.545140099,0.497537763,0.040033429,0.743636364,0.828639515,0.781662168,0.034754904,8657,9197,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,entropy,114,5,9,153,
adasyn,minmax,1,rf,17610750,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.71001032,0.807792208,0.756713459,0.033615404,0.982622433,0.991354467,0.987717696,0.003139571,0.827420325,0.886671418,0.856458336,0.020620318,0.998781949,0.999143851,0.998967226,0.000154711,0.989159669,0.99324263,0.991370883,0.001385813,0.968912478,0.982994652,0.975628152,0.004810564,3841,4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,476,5,8,15,
smote,minmax,0.5,sgd,8605650,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.108974359,0.187418087,0.148758242,0.025419443,0.07122905,0.206051873,0.151032701,0.048339831,0.086148649,0.196293754,0.148570025,0.037506897,0.653214646,0.731066168,0.685917196,0.029205998,0.106314021,0.152141735,0.124773846,0.015855689,0.861496746,0.888449198,0.877082042,0.009252669,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.440235598,TRUE,0.805733392,adaptive,log,elasticnet,,,,,,,,
random_over,standard,1,xgb,18951941,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.504360465,0.54475043,0.52776918,0.014384462,1,1,1,0,0.670531401,0.705292479,0.690785223,0.012373904,0.99994667,0.999998364,0.999980914,1.84E-05,0.9992909,0.999980384,0.999742243,0.000247042,0.926126516,0.94342246,0.934549344,0.005837925,9206,9330,,,,,,3,0.1,error,3,39,binary:logistic,71,3993,,,,,,,,,,,,,,,,,,,,,,
,standard,0.8,lr,23790813,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109399894,0.158464872,0.130767547,0.016010982,0.650868878,0.737752161,0.683475515,0.029430486,0.187315299,0.26089172,0.219343168,0.024001251,0.679434758,0.767324313,0.715867232,0.032086981,0.116048745,0.171134985,0.138200983,0.019860388,0.609574238,0.685766898,0.642865957,0.02758107,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l1,saga,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.7,lr,9969809,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.101230425,0.187042254,0.13986046,0.02905929,0.285939968,0.579029734,0.405863066,0.108656454,0.14952499,0.268934791,0.207099822,0.043461082,0.626492403,0.758807717,0.69101631,0.049312862,0.099147619,0.169526908,0.128969984,0.024278762,0.751843018,0.804484402,0.776019331,0.01749934,9220,9350,,,,,,,,,,,,,,,,,,0.225956392,20000,elasticnet,saga,,,,,,,,,,,,,,
smote,standard,0.5,rf,27695286,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,4.97E-17,1,1,1,9.93E-17,1,1,1,0,157,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,gini,217,1,3,318,
random_under_bootstrap,minmax,0.7,xgb,3958802,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.127956337,0.183452287,0.152534972,0.019693028,1,1,1,0,0.22688172,0.310029037,0.26419059,0.029508364,0.951443977,0.959916352,0.956378473,0.002785738,0.480858343,0.516185121,0.497253692,0.011716656,0.538609626,0.665402946,0.589296154,0.045571231,9206,9332,,,,,,3,0.1,aucpr,3,40,binary:logistic,68,52347,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.3,sgd,23962059,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.648283094,0.74805143,0.691088114,0.032777486,0.10014883,0.167350523,0.127707881,0.022320935,0.922628053,0.932299465,0.926954796,0.003821259,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.997254682,TRUE,0.16584901,invscaling,huber,elasticnet,,,,,,,,
adasyn,minmax,0.7,sgd,17203791,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.180408971,0.081773009,0.059715088,0,0.788184438,0.165458076,0.311451453,0,0.293612453,0.071908275,0.111527641,0.681694292,0.783380351,0.725808739,0.037114758,0.12354004,0.17909606,0.146775676,0.021618872,0.714904679,0.928128342,0.879170871,0.082293162,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.579923589,TRUE,0.182104383,adaptive,huber,l2,,,,,,,,
adasyn,standard,1,knn,7576960,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.232464194,0.266129032,0.24950289,0.012777036,0.998435055,1,0.999398827,0.000737328,0.377234803,0.4202547,0.399147293,0.016383758,0.990393587,0.993628962,0.992263581,0.001044755,0.942985444,0.957702213,0.951122131,0.004751608,0.771990491,0.792894281,0.780546359,0.007280323,10,10,,,,,,,,,,,,,,euclidean,9,uniform,,,,,,,,,,,,,,,,,,,
smote,standard,0.8,xgb,30410259,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.935309973,0.970189702,0.957479215,0.012170811,1,1,1,0,0.966573816,0.984869326,0.978238056,0.006389866,1,1,1,4.97E-17,1,1,1,0,0.994800693,0.99762265,0.996734791,0.001056791,9207,9337,,,,,,1.5,0.3,error,3,37,binary:logistic,48,959,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.8,nb,17354185,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096429188,0.125567947,0.110268025,0.009596033,0.876080692,0.914804469,0.894681843,0.015765834,0.173872473,0.219653179,0.196180386,0.015107723,0.695056472,0.777540465,0.73623834,0.028667017,0.110250819,0.198513201,0.154017973,0.029283138,0.411713853,0.532062392,0.462767215,0.041341245,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.5,rf,25539561,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.76940133,0.879166667,0.82882778,0.042417354,1,1,1,0,0.869674185,0.935698448,0.905810639,0.025555378,0.999975495,1,0.99999294,9.64E-06,0.999675656,1,0.999908049,0.000127075,0.977469671,0.990695187,0.984576063,0.005039044,4024,4880,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,438,4,2,96,
random_under_bootstrap,minmax,0.5,knn,286761,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.173410405,0.235431235,0.202874104,0.021256542,0.610335196,0.727665706,0.656612415,0.044716415,0.270645385,0.35575907,0.309807787,0.029433198,0.78577215,0.847653616,0.811407247,0.02268193,0.20740073,0.321883174,0.259571375,0.042065899,0.775187166,0.801884749,0.7863758,0.008999095,8,8,,,,,,,,,,,,,,euclidean,7,uniform,,,,,,,,,,,,,,,,,,,
,minmax,0.5,xgb,27021286,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.323104693,0.39142696,0.356904606,0.029719814,1,1,1,0,0.48840382,0.562626672,0.525350034,0.032281104,0.995827604,0.99887402,0.997164141,0.001030629,0.94769406,0.982420812,0.960971049,0.01290664,0.837907932,0.883123917,0.867368747,0.016997269,9218,9346,,,,,,1.5,0.1,aucpr,1,9,binary:logistic,57,36402,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.8,knn,6230831,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.450784593,0.487320082,0.474395922,0.0136227,0.988472622,0.998420221,0.992951249,0.003379448,0.621130221,0.653793103,0.641908453,0.012105407,0.996997256,0.998601179,0.997520437,0.00056233,0.98360589,0.991627605,0.986412464,0.002741057,0.917540107,0.921400694,0.919300511,0.001455791,5,5,,,,,,,,,,,,,,minkowski,4,uniform,,,,,,,,,,,,,,,,,,,
